Date,Comment
20120619124952Z,"""Why would Diplo sign such a terrible rapper??? This Orion chick is really bad too. Next time you walk down your street, stop the nearest person and ask them to spit 5 bars. 9 times out of 10, you will have found someone better than Riff Raff. Guaranteed. \nZebra stripped glove??? What is he? Some sad cross between a Micheal Jackson and a LMFAO wanna be? I hope some one shoots him before he starts polluting the world with kids as retarded as he. Oh, I'm Sorry! That's an insult to retarded people."""
,"""@pbreaker Still didnt work for me, IDK what's going on haha. :P"""
20120618213119Z,"""It's Trayvon, you moron.  If you're going to trash talk a dead kid, at least have the class to get his name right.  Not that it matters to you."""
20120320154545Z,"""@nealcity \xa0Are you employed?\xa0 By whom?\xa0 You're talents are wasted at whatever you do, I'm sure of it.\xa0\xa0 lulz"""
20120611214144Z,"""No dear Vidkun Quisling, He will probably be a black baptist preacher.\xa0 And we live in a very nice neighborhood, all our life."""
20120619155646Z,"""The background on her relationship started like this:\n\nWhile she was married to her 1st husband, she was fooling around with the ""nut job"" that burnt her. She got divorced 3 years later (too long if you as me) got married to nut job and had 1 son from him. Around 04-06 they were fighting and both was arrested for domestic abuse.\n\nWhy do I bring this up you ask? We as black people need to take better strides to date better people and stay ""drama free"" . When you are ""messy"" with your relationships bull-shit is going to happen.  (But we black folks love drama.......smh)\n\nThis woman did not deserve to be burned nor her car should towed, but the warning signs were all there when she started dating this crazy dude. A restraining does not stop ""nut jobs"" from harming you ladies and gentlemen.\n\nLike the old folks say, ""think deep, before you leap""."""
,"""A muslim Grandma says to her daughter, Oh, they blow up so fast."""
20120619011952Z,"""Look at the graphs that show the percentage of GDP consumed by the government in the 'boom' years versus the 'bust' years.\n\nWhen the government consumes more, the economy goes bust."""
20120610113001Z,"""when you are slaves you don't make demands ,,time for a revolution"""
20120610055437Z,"""Please you have a tiny dick and your mom sucked it"""
20120619120124Z,"""@KottiKaDottiisthenameofGod:disqus That's what I find funny.. how people think that because I believe in God, that means that I am supposed to just stand there and take whatever people hand to me. No, I am not out indulging in petty arguments or living ANY kind way.\xa0 If something were to come my way, it would be because they are LOOKING to cause me harm. My Bible tells me to protect my annointing with my life. =) That's why I feel comfortable calling you Uncle Tom. You are the ""negro"" who acts and thinks just as white folks would have you to.\xa0 They used the Christian faith to make brothers and sisters submit... What people DON'T mention is that THAT is why they didn't want slaves learning to read and write. They might've read that Word and couped!\xa0 It didn't happen because God has much BIGGER plans for people who have misused His teachings."""
20120618205124Z,"""This Guess the Clown game was STOOPIDER than Bri's BigStoopidO-5 contest!  Whoozewiffme??????????   \n\nI've got a guess:  who gives a fuck!"""
20120620123125Z,"""holy fuck, does it hurt to be that stupid? fucking hardcore retard."""
20120527204822Z,"""With this attitude you must be liked veru much by your little students :-)"""
20120612072152Z,"""Nanette Lepore:\xa0http://bit.ly/MykDd3"""
20120620155153Z,"""Hey, Jimmy: go fuck yourself."""
20120529194846Z,"""Then state that without being the school marm & having other people explain their rationale.  That would make for a more honest discussion if that is what you are really after.  Lady 4 wants to call the teacher for people not liking her, and you & Doyce want to school people for their opinions....this is not kindergarten and some of us get tired of the same old every single day.  Let's do something new and actually talk about the best way to get Obama out of office."""
,"""@NotBornEveryMinute @Mickey Bitsko @'Micah Carter It's really easy for me. I just DO NOT click on your lame links, LOL"""
,"""Sooooo cool. I want everything\\n\\n """
20120529210149Z,"""....and you're a faggot who sits at home, watches his clip and feels the need to feel important...CONGRATS"""
,"""No. It's natural to bash Christians / Catholics because they WON'T behead you or blow you up. If they are so brave, let's see them mock islam this way. Cowards wouldn't do it would they?"""
20120619152652Z,"""there is something wrong with you. I hope something horrible happens to you"""
20120619052502Z,"""@Rourke needs to give me a fucking like\xa0I feel the republicans have been over lobbied by doctors to ever support a free market solution to the problem"""
20120527233729Z,"""<b>Earn this:\nSaving Private Ryan\nVIDEO\n\nhttp://www.youtube.com/watch?v=1r8zgU7wE8w"""
20120610040854Z,"""^^danny are you seriously trolling and looking for a reaction to your lame comment?  It seems like you are.  Sheesh"""
20120610044811Z,"""I have a sticker you can put on your laptop."""
20120609172704Z,"""Mr Moron why dont we place your desk and you on the moon -- obviously you are already braindead and will not suffer for the lack of oxygen - What planet are you living on dunderhead?\xa0 This man Obscumbo is no doubt the stupidest man to ever sit in the oval office - legally or in his case illegally.\nA sheer bonehead and you are absolutely correct, the government is moving in the wrong direction!! Are you starting to accept and acknowledge responsibility for your pathetic fiscal insanity over the last 3.5 years Mr Bonehead In chief?"""
20120529133845Z,"""The Lion faithful were so sure he was going be a big contributor this year, and that he would not be suspended.  Welp, this latest boneheaded move pretty much put the kibosh on any plans they may have had for him the first half of the season, i'd say."""
20120503020040Z,"""To ascend you must die."""
20120515212810Z,"""That's because you're a moron. So your analysis is that the mother of the victim is the ""real jerk""? Moron."""
20120320193630Z,"""And you're a fag, just like yo daddy."""
20120320172108Z,"""DUMB BITCH..!! DUMB BITCH..!! DUMB BITCH..!! DUMB BITCH..!! \n\nWhat an oppa's slut you are.."""
20120529031643Z,"""You would know alot about rolls, fat boy"""
,"""Run along to your Klan meeting now, hoodie. The truth is that TODAY, Democrats refuse to provide good educations to minorities and inner city children. You can bang that, ""the partys have switched"" drum all you want. BUT HERE IN THE 21ST CENTURY DEMOKRAUTS STILL DON\\'T TREAT MINORITIES VERY WELL BASED ON THEIR DENIAL OF QUALITY EDUCATIONS. PERIOD....AND THOSE MINORITIES ARE WAKING UP TO YOUR PARTY\\'S LIES A LITTLE MORE EVERYDAY!"""
20120620110347Z,"""Hey right wing moron ""NOamnestyEVER"", you should hang yourself after you kiss a Muslim like your war criminal hero Bush."""
20120612161536Z,"""gurnemanz1, you are a weasel working with the Israelis."""
20120612082623Z,"""Just several times? \xa0Funny how the father is the only witness alive"""
20120620144928Z,"""You're still an idiot."""
20120528145331Z,"""Yet here you are, posting. Hypocrite."""
20120529153519Z,"""Yeah, Clinton really dropped the ball o that one ..."""
20120610081426Z,"""I'm sure she looks better than the sloppy out of shape bitch you call your girl."""
,"""Yes, it was a re-enactment of the ""big bang"" theory."""
20120529024731Z,"""Holy crap, that is way too funny!!!!!!!! I am still chuckling!!"""
20120612054224Z,"""@EephusBlue\xa0\xa0@Claudia Trejos\xa0\xa0@Bip\xa0\xa0@SCruzDodgers\xa0oh god, we've resorted to mother Teresa jokes."""
20120527185015Z,"""Somethin' here smells like a BIG lawsuit!"""
20120611175116Z,"""lol you are the 2nd person to say that. . .am I missing somethign?"""
20120529154724Z,"""Romney has been a serial liar, ask Santorum and Gingrich."""
,"""are you fucking kidding me? you deserve to fucking rot """
20120612013830Z,"""What a fucking joke!"""
20120514051227Z,"""More like fucking goddess."""
,"""<a href=""http://www.isalblog.com/2012/01/softwareakuntansilaporankeuanganterbaik.html"">Software Akuntansi Laporan Keuangan Terbaik</a>\\n\\n<a href=""http://www.isalblog.com/2012/01/diskusi-blogger-pemula.html"">diskusi blogger pemula</a>"""
20120610161043Z,"""Koolnightie,\n\nYou, just like your bedmate Proud Marxist Shill, are a\xa0deluded and brainwashed ""useful idiot"" of the Marxists who are doing their damnedest to bring down our society to Socialism.\n\nThere is no hope for you and your ilk.\xa0 I feel sorry for you.\n\nWhen your Dear Leader, Comrade \xd8bama is voted out of office I expect that you will self-destruct,\xa0just like all of\xa0your Marxist heroes of the past."""
